0:PR-Day	1:PR-MonthNumber	2:PR-Year	3:PR-Day	4:PR-MonthNumber	5:PR-Year	6:PR-City	7:PR-HotelName	8:CT-Street:PR-StreetNumber	8:CT-Street:PR-StreetNumberDirection	8:CT-Street:PR-StreetName	8:CT-Street:PR-StreetType	8:CT-Street:PR-StreetDirection	9:PR-City	10:PR-State-Abbr	11:PR-ZipCode5Digit	12:PR-Price	13:PR-HotelAmenity	14:PR-HotelURL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Copley Square Hotel	47	NULL	Huntington	Avenue	NULL	Boston	MA	02116	255.00	Resort	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel Cambridge	777	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	109.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel Cambridge	777	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	109.00	Golf	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel Cambridge	777	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	109.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel Cambridge	777	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	109.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel Cambridge	777	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	109.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel Cambridge	777	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	109.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel Cambridge	777	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	109.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel Cambridge	777	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	109.00	Golf	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel Cambridge	777	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	109.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel Cambridge	777	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	109.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Travelodge Seattle Space Needle	200	NULL	6th	Avenue	North	Seattle	WA	98109	59.00	Pets accepted	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Travelodge Seattle Space Needle	200	NULL	6th	Avenue	North	Seattle	WA	98109	59.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Travelodge Seattle Space Needle	200	NULL	6th	Avenue	North	Seattle	WA	98109	59.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Travelodge Seattle Space Needle	200	NULL	6th	Avenue	North	Seattle	WA	98109	59.00	Room service	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Travelodge Seattle Space Needle	200	NULL	6th	Avenue	North	Seattle	WA	98109	59.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Travelodge Seattle Space Needle	200	NULL	6th	Avenue	North	Seattle	WA	98109	59.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Travelodge Seattle Space Needle	200	NULL	6th	Avenue	North	Seattle	WA	98109	59.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Loyal Inn	2301	NULL	Eight	Avenue	NULL	Seattle	WA	98121	139.00	Pets accepted	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Loyal Inn	2301	NULL	Eight	Avenue	NULL	Seattle	WA	98121	139.00	Room service	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Loyal Inn	2301	NULL	Eight	Avenue	NULL	Seattle	WA	98121	139.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Loyal Inn	2301	NULL	Eight	Avenue	NULL	Seattle	WA	98121	139.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Loyal Inn	2301	NULL	Eight	Avenue	NULL	Seattle	WA	98121	139.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Loyal Inn	2301	NULL	Eight	Avenue	NULL	Seattle	WA	98121	139.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Loyal Inn	2301	NULL	Eight	Avenue	NULL	Seattle	WA	98121	139.00	Room service	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Loyal Inn	2301	NULL	Eight	Avenue	NULL	Seattle	WA	98121	139.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Loyal Inn	2301	NULL	Eight	Avenue	NULL	Seattle	WA	98121	139.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	La Quinta Inn & Suites Seattle Downtown	2224	NULL	Eight	Avenue	NULL	Seattle	WA	98121	91.00	Pets accepted	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	La Quinta Inn & Suites Seattle Downtown	2224	NULL	Eight	Avenue	NULL	Seattle	WA	98121	91.00	Room service	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	La Quinta Inn & Suites Seattle Downtown	2224	NULL	Eight	Avenue	NULL	Seattle	WA	98121	91.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	La Quinta Inn & Suites Seattle Downtown	2224	NULL	Eight	Avenue	NULL	Seattle	WA	98121	91.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	La Quinta Inn & Suites Seattle Downtown	2224	NULL	Eight	Avenue	NULL	Seattle	WA	98121	91.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	La Quinta Inn & Suites Seattle Downtown	2224	NULL	Eight	Avenue	NULL	Seattle	WA	98121	91.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	La Quinta Inn & Suites Seattle Downtown	2224	NULL	Eight	Avenue	NULL	Seattle	WA	98121	91.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	La Quinta Inn & Suites Seattle Downtown	2224	NULL	Eight	Avenue	NULL	Seattle	WA	98121	91.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	La Quinta Inn & Suites Seattle Downtown	2224	NULL	Eight	Avenue	NULL	Seattle	WA	98121	91.00	Room service	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	La Quinta Inn & Suites Seattle Downtown	2224	NULL	Eight	Avenue	NULL	Seattle	WA	98121	91.00	Golf	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	La Quinta Inn & Suites Seattle Downtown	2224	NULL	Eight	Avenue	NULL	Seattle	WA	98121	91.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	La Quinta Inn & Suites Seattle Downtown	2224	NULL	Eight	Avenue	NULL	Seattle	WA	98121	91.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Executive Inn	200	NULL	Taylor	NULL	North	Seattle	WA	98109	99.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Executive Inn	200	NULL	Taylor	NULL	North	Seattle	WA	98109	99.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Executive Inn	200	NULL	Taylor	NULL	North	Seattle	WA	98109	99.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Executive Inn	200	NULL	Taylor	NULL	North	Seattle	WA	98109	99.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Executive Inn	200	NULL	Taylor	NULL	North	Seattle	WA	98109	99.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Executive Inn	200	NULL	Taylor	NULL	North	Seattle	WA	98109	99.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Executive Inn	200	NULL	Taylor	NULL	North	Seattle	WA	98109	99.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Executive Inn	200	NULL	Taylor	NULL	North	Seattle	WA	98109	99.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Executive Inn	200	NULL	Taylor	NULL	North	Seattle	WA	98109	99.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Executive Inn	200	NULL	Taylor	NULL	North	Seattle	WA	98109	99.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Comfort Suites Downtown Seattle Center	601	NULL	Roy	Street	NULL	Seattle	WA	98109	89.10	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Comfort Suites Downtown Seattle Center	601	NULL	Roy	Street	NULL	Seattle	WA	98109	89.10	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Comfort Suites Downtown Seattle Center	601	NULL	Roy	Street	NULL	Seattle	WA	98109	89.10	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Comfort Suites Downtown Seattle Center	601	NULL	Roy	Street	NULL	Seattle	WA	98109	89.10	All Suites	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Comfort Suites Downtown Seattle Center	601	NULL	Roy	Street	NULL	Seattle	WA	98109	89.10	Room service	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Comfort Suites Downtown Seattle Center	601	NULL	Roy	Street	NULL	Seattle	WA	98109	89.10	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Comfort Suites Downtown Seattle Center	601	NULL	Roy	Street	NULL	Seattle	WA	98109	89.10	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Comfort Suites Downtown Seattle Center	601	NULL	Roy	Street	NULL	Seattle	WA	98109	89.10	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Comfort Suites Downtown Seattle Center	601	NULL	Roy	Street	NULL	Seattle	WA	98109	89.10	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Comfort Suites Downtown Seattle Center	601	NULL	Roy	Street	NULL	Seattle	WA	98109	89.10	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Roosevelt Hotel A Coast Hotel	1531	NULL	7	Avenue	NULL	Seattle	WA	98101	109.00	Pets accepted	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Roosevelt Hotel A Coast Hotel	1531	NULL	7	Avenue	NULL	Seattle	WA	98101	109.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Roosevelt Hotel A Coast Hotel	1531	NULL	7	Avenue	NULL	Seattle	WA	98101	109.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Roosevelt Hotel A Coast Hotel	1531	NULL	7	Avenue	NULL	Seattle	WA	98101	109.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Roosevelt Hotel A Coast Hotel	1531	NULL	7	Avenue	NULL	Seattle	WA	98101	109.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Roosevelt Hotel A Coast Hotel	1531	NULL	7	Avenue	NULL	Seattle	WA	98101	109.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Roosevelt Hotel A Coast Hotel	1531	NULL	7	Avenue	NULL	Seattle	WA	98101	109.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Roosevelt Hotel A Coast Hotel	1531	NULL	7	Avenue	NULL	Seattle	WA	98101	109.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Roosevelt Hotel A Coast Hotel	1531	NULL	7	Avenue	NULL	Seattle	WA	98101	109.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Roosevelt Hotel A Coast Hotel	1531	NULL	7	Avenue	NULL	Seattle	WA	98101	109.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Roosevelt Hotel A Coast Hotel	1531	NULL	7	Avenue	NULL	Seattle	WA	98101	109.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Roosevelt Hotel A Coast Hotel	1531	NULL	7	Avenue	NULL	Seattle	WA	98101	109.00	First Class Hotel	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Quality Inn And Suites Seattle	225	NULL	Aurora	Avenue	North	Seattle	WA	98109	99.99	Pets accepted	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Quality Inn And Suites Seattle	225	NULL	Aurora	Avenue	North	Seattle	WA	98109	99.99	Room service	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Quality Inn And Suites Seattle	225	NULL	Aurora	Avenue	North	Seattle	WA	98109	99.99	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Quality Inn And Suites Seattle	225	NULL	Aurora	Avenue	North	Seattle	WA	98109	99.99	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Quality Inn And Suites Seattle	225	NULL	Aurora	Avenue	North	Seattle	WA	98109	99.99	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Quality Inn And Suites Seattle	225	NULL	Aurora	Avenue	North	Seattle	WA	98109	99.99	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Quality Inn And Suites Seattle	225	NULL	Aurora	Avenue	North	Seattle	WA	98109	99.99	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Quality Inn And Suites Seattle	225	NULL	Aurora	Avenue	North	Seattle	WA	98109	99.99	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Quality Inn And Suites Seattle	225	NULL	Aurora	Avenue	North	Seattle	WA	98109	99.99	Room service	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Quality Inn And Suites Seattle	225	NULL	Aurora	Avenue	North	Seattle	WA	98109	99.99	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Quality Inn And Suites Seattle	225	NULL	Aurora	Avenue	North	Seattle	WA	98109	99.99	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Warwick Seattle Hotel	401	NULL	Lenora	Street	NULL	Seattle	WA	98121	129.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Warwick Seattle Hotel	401	NULL	Lenora	Street	NULL	Seattle	WA	98121	129.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Warwick Seattle Hotel	401	NULL	Lenora	Street	NULL	Seattle	WA	98121	129.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Warwick Seattle Hotel	401	NULL	Lenora	Street	NULL	Seattle	WA	98121	129.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Warwick Seattle Hotel	401	NULL	Lenora	Street	NULL	Seattle	WA	98121	129.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Warwick Seattle Hotel	401	NULL	Lenora	Street	NULL	Seattle	WA	98121	129.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Warwick Seattle Hotel	401	NULL	Lenora	Street	NULL	Seattle	WA	98121	129.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Warwick Seattle Hotel	401	NULL	Lenora	Street	NULL	Seattle	WA	98121	129.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Warwick Seattle Hotel	401	NULL	Lenora	Street	NULL	Seattle	WA	98121	129.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Warwick Seattle Hotel	401	NULL	Lenora	Street	NULL	Seattle	WA	98121	129.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Warwick Seattle Hotel	401	NULL	Lenora	Street	NULL	Seattle	WA	98121	129.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Warwick Seattle Hotel	401	NULL	Lenora	Street	NULL	Seattle	WA	98121	129.00	First Class Hotel	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Seattle Airport and Conference Center	17620	NULL	International	Boulevard	NULL	Seattle	WA	98188	119.00	Pets accepted	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Seattle Airport and Conference Center	17620	NULL	International	Boulevard	NULL	Seattle	WA	98188	119.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Seattle Airport and Conference Center	17620	NULL	International	Boulevard	NULL	Seattle	WA	98188	119.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Seattle Airport and Conference Center	17620	NULL	International	Boulevard	NULL	Seattle	WA	98188	119.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Seattle Airport and Conference Center	17620	NULL	International	Boulevard	NULL	Seattle	WA	98188	119.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Seattle Airport and Conference Center	17620	NULL	International	Boulevard	NULL	Seattle	WA	98188	119.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Seattle Airport and Conference Center	17620	NULL	International	Boulevard	NULL	Seattle	WA	98188	119.00	Golf	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Seattle Airport and Conference Center	17620	NULL	International	Boulevard	NULL	Seattle	WA	98188	119.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Seattle Airport and Conference Center	17620	NULL	International	Boulevard	NULL	Seattle	WA	98188	119.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Seattle Airport and Conference Center	17620	NULL	International	Boulevard	NULL	Seattle	WA	98188	119.00	First Class Hotel	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Seattle Airport and Conference Center	17620	NULL	International	Boulevard	NULL	Seattle	WA	98188	119.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Seattle Airport and Conference Center	17620	NULL	International	Boulevard	NULL	Seattle	WA	98188	119.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Seattle Airport and Conference Center	17620	NULL	International	Boulevard	NULL	Seattle	WA	98188	119.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Seattle Airport and Conference Center	17620	NULL	International	Boulevard	NULL	Seattle	WA	98188	119.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Paramount Hotel A Coast Hotel	724	NULL	Pine	Street	NULL	Seattle	WA	98101	139.00	Pets accepted	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Paramount Hotel A Coast Hotel	724	NULL	Pine	Street	NULL	Seattle	WA	98101	139.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Paramount Hotel A Coast Hotel	724	NULL	Pine	Street	NULL	Seattle	WA	98101	139.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Paramount Hotel A Coast Hotel	724	NULL	Pine	Street	NULL	Seattle	WA	98101	139.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Paramount Hotel A Coast Hotel	724	NULL	Pine	Street	NULL	Seattle	WA	98101	139.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Paramount Hotel A Coast Hotel	724	NULL	Pine	Street	NULL	Seattle	WA	98101	139.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Paramount Hotel A Coast Hotel	724	NULL	Pine	Street	NULL	Seattle	WA	98101	139.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Paramount Hotel A Coast Hotel	724	NULL	Pine	Street	NULL	Seattle	WA	98101	139.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Paramount Hotel A Coast Hotel	724	NULL	Pine	Street	NULL	Seattle	WA	98101	139.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Paramount Hotel A Coast Hotel	724	NULL	Pine	Street	NULL	Seattle	WA	98101	139.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Paramount Hotel A Coast Hotel	724	NULL	Pine	Street	NULL	Seattle	WA	98101	139.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	The Paramount Hotel A Coast Hotel	724	NULL	Pine	Street	NULL	Seattle	WA	98101	139.00	First Class Hotel	NULL
	NULL																	
