0:PR-Day	1:PR-MonthNumber	2:PR-Year	3:PR-Day	4:PR-MonthNumber	5:PR-Year	6:PR-City	7:PR-HotelName	8:CT-Street:PR-StreetNumber	8:CT-Street:PR-StreetNumberDirection	8:CT-Street:PR-StreetName	8:CT-Street:PR-StreetType	8:CT-Street:PR-StreetDirection	9:PR-City	10:PR-State-Abbr	11:PR-ZipCode5Digit	12:PR-Price	13:PR-HotelAmenity	14:PR-HotelURL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Checkers Los Angeles	535	South	Grand	Avenue	NULL	Los Angeles	CA	90071	129.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Checkers Los Angeles	535	South	Grand	Avenue	NULL	Los Angeles	CA	90071	129.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Checkers Los Angeles	535	South	Grand	Avenue	NULL	Los Angeles	CA	90071	129.00	First Class Hotel	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Checkers Los Angeles	535	South	Grand	Avenue	NULL	Los Angeles	CA	90071	129.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Checkers Los Angeles	535	South	Grand	Avenue	NULL	Los Angeles	CA	90071	129.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Checkers Los Angeles	535	South	Grand	Avenue	NULL	Los Angeles	CA	90071	129.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Los Angeles/Universal City	555	NULL	Universal Hollywood	Drive	NULL	Universal City	CA	91608	12194.99	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Los Angeles/Universal City	555	NULL	Universal Hollywood	Drive	NULL	Universal City	CA	91608	12194.99	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Los Angeles/Universal City	555	NULL	Universal Hollywood	Drive	NULL	Universal City	CA	91608	12194.99	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Los Angeles/Universal City	555	NULL	Universal Hollywood	Drive	NULL	Universal City	CA	91608	12194.99	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Los Angeles/Universal City	555	NULL	Universal Hollywood	Drive	NULL	Universal City	CA	91608	12194.99	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Los Angeles/Universal City	555	NULL	Universal Hollywood	Drive	NULL	Universal City	CA	91608	12194.99	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Los Angeles/Universal City	555	NULL	Universal Hollywood	Drive	NULL	Universal City	CA	91608	12194.99	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Los Angeles/Universal City	555	NULL	Universal Hollywood	Drive	NULL	Universal City	CA	91608	12194.99	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Los Angeles/Universal City	555	NULL	Universal Hollywood	Drive	NULL	Universal City	CA	91608	12194.99	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Los Angeles/Universal City	555	NULL	Universal Hollywood	Drive	NULL	Universal City	CA	91608	12194.99	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Los Angeles/Universal City	555	NULL	Universal Hollywood	Drive	NULL	Universal City	CA	91608	12194.99	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Los Angeles/Universal City	555	NULL	Universal Hollywood	Drive	NULL	Universal City	CA	91608	12194.99	First Class Hotel	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Travelodge Chicago	65	East	Harrison	NULL	NULL	Chicago	IL	60605	110.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Travelodge Chicago	65	East	Harrison	NULL	NULL	Chicago	IL	60605	110.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Travelodge Chicago	65	East	Harrison	NULL	NULL	Chicago	IL	60605	110.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Travelodge Chicago	65	East	Harrison	NULL	NULL	Chicago	IL	60605	110.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Travelodge Chicago	65	East	Harrison	NULL	NULL	Chicago	IL	60605	110.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Travelodge Chicago	65	East	Harrison	NULL	NULL	Chicago	IL	60605	110.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Howard Johnson Downtown	720	North	La Salle	Street	NULL	Chicago	IL	60610	119.00	Pets accepted	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Howard Johnson Downtown	720	North	La Salle	Street	NULL	Chicago	IL	60610	119.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Howard Johnson Downtown	720	North	La Salle	Street	NULL	Chicago	IL	60610	119.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Howard Johnson Downtown	720	North	La Salle	Street	NULL	Chicago	IL	60610	119.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Howard Johnson Downtown	720	North	La Salle	Street	NULL	Chicago	IL	60610	119.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Howard Johnson Downtown	720	North	La Salle	Street	NULL	Chicago	IL	60610	119.00	First Class Hotel	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Congress Plaza Hotel	520	South	Michigan	Avenue	NULL	Chicago	IL	60605	129.00	Room service	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Congress Plaza Hotel	520	South	Michigan	Avenue	NULL	Chicago	IL	60605	129.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Congress Plaza Hotel	520	South	Michigan	Avenue	NULL	Chicago	IL	60605	129.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Congress Plaza Hotel	520	South	Michigan	Avenue	NULL	Chicago	IL	60605	129.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Congress Plaza Hotel	520	South	Michigan	Avenue	NULL	Chicago	IL	60605	129.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Congress Plaza Hotel	520	South	Michigan	Avenue	NULL	Chicago	IL	60605	129.00	First Class Hotel	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Congress Plaza Hotel	520	South	Michigan	Avenue	NULL	Chicago	IL	60605	129.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Congress Plaza Hotel	520	South	Michigan	Avenue	NULL	Chicago	IL	60605	129.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago O'hare Airport	NULL	NULL	NULL	NULL	NULL	Chicago	IL	60666	139.00	Pets accepted	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago O'hare Airport	NULL	NULL	NULL	NULL	NULL	Chicago	IL	60666	139.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago O'hare Airport	NULL	NULL	NULL	NULL	NULL	Chicago	IL	60666	139.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago O'hare Airport	NULL	NULL	NULL	NULL	NULL	Chicago	IL	60666	139.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago O'hare Airport	NULL	NULL	NULL	NULL	NULL	Chicago	IL	60666	139.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago O'hare Airport	NULL	NULL	NULL	NULL	NULL	Chicago	IL	60666	139.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago O'hare Airport	NULL	NULL	NULL	NULL	NULL	Chicago	IL	60666	139.00	Golf	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago O'hare Airport	NULL	NULL	NULL	NULL	NULL	Chicago	IL	60666	139.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago O'hare Airport	NULL	NULL	NULL	NULL	NULL	Chicago	IL	60666	139.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago O'hare Airport	NULL	NULL	NULL	NULL	NULL	Chicago	IL	60666	139.00	First Class Hotel	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago O'hare Airport	NULL	NULL	NULL	NULL	NULL	Chicago	IL	60666	139.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago O'hare Airport	NULL	NULL	NULL	NULL	NULL	Chicago	IL	60666	139.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago O'hare Airport	NULL	NULL	NULL	NULL	NULL	Chicago	IL	60666	139.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago O'hare Airport	NULL	NULL	NULL	NULL	NULL	Chicago	IL	60666	139.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Mccormick Place	2233	NULL	Martin Luther King	Drive	NULL	Chicago	IL	60616	149.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Mccormick Place	2233	NULL	Martin Luther King	Drive	NULL	Chicago	IL	60616	149.00	Golf	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Mccormick Place	2233	NULL	Martin Luther King	Drive	NULL	Chicago	IL	60616	149.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Mccormick Place	2233	NULL	Martin Luther King	Drive	NULL	Chicago	IL	60616	149.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Mccormick Place	2233	NULL	Martin Luther King	Drive	NULL	Chicago	IL	60616	149.00	First Class Hotel	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Mccormick Place	2233	NULL	Martin Luther King	Drive	NULL	Chicago	IL	60616	149.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Mccormick Place	2233	NULL	Martin Luther King	Drive	NULL	Chicago	IL	60616	149.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Mccormick Place	2233	NULL	Martin Luther King	Drive	NULL	Chicago	IL	60616	149.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Mccormick Place	2233	NULL	Martin Luther King	Drive	NULL	Chicago	IL	60616	149.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Mccormick Place	2233	NULL	Martin Luther King	Drive	NULL	Chicago	IL	60616	149.00	Golf	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Mccormick Place	2233	NULL	Martin Luther King	Drive	NULL	Chicago	IL	60616	149.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Mccormick Place	2233	NULL	Martin Luther King	Drive	NULL	Chicago	IL	60616	149.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Mccormick Place	2233	NULL	Martin Luther King	Drive	NULL	Chicago	IL	60616	149.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Chicago Essex Inn	800	South	Michigan	Avenue	NULL	Chicago	IL	60605	79.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Chicago Essex Inn	800	South	Michigan	Avenue	NULL	Chicago	IL	60605	79.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Chicago Essex Inn	800	South	Michigan	Avenue	NULL	Chicago	IL	60605	79.00	First Class Hotel	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Chicago Essex Inn	800	South	Michigan	Avenue	NULL	Chicago	IL	60605	79.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Chicago Essex Inn	800	South	Michigan	Avenue	NULL	Chicago	IL	60605	79.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Chicago Essex Inn	800	South	Michigan	Avenue	NULL	Chicago	IL	60605	79.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Chicago Essex Inn	800	South	Michigan	Avenue	NULL	Chicago	IL	60605	79.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Palmer House Hilton	17	East	Monroe	Street	NULL	Chicago	IL	60603	142.68	Pets accepted	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Palmer House Hilton	17	East	Monroe	Street	NULL	Chicago	IL	60603	142.68	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Palmer House Hilton	17	East	Monroe	Street	NULL	Chicago	IL	60603	142.68	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Palmer House Hilton	17	East	Monroe	Street	NULL	Chicago	IL	60603	142.68	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Palmer House Hilton	17	East	Monroe	Street	NULL	Chicago	IL	60603	142.68	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Palmer House Hilton	17	East	Monroe	Street	NULL	Chicago	IL	60603	142.68	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Palmer House Hilton	17	East	Monroe	Street	NULL	Chicago	IL	60603	142.68	Golf	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Palmer House Hilton	17	East	Monroe	Street	NULL	Chicago	IL	60603	142.68	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Palmer House Hilton	17	East	Monroe	Street	NULL	Chicago	IL	60603	142.68	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Palmer House Hilton	17	East	Monroe	Street	NULL	Chicago	IL	60603	142.68	First Class Hotel	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Palmer House Hilton	17	East	Monroe	Street	NULL	Chicago	IL	60603	142.68	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Palmer House Hilton	17	East	Monroe	Street	NULL	Chicago	IL	60603	142.68	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Palmer House Hilton	17	East	Monroe	Street	NULL	Chicago	IL	60603	142.68	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Palmer House Hilton	17	East	Monroe	Street	NULL	Chicago	IL	60603	142.68	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago	720	South	Michigan	Avenue	NULL	Chicago	IL	60605	159.00	Pets accepted	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago	720	South	Michigan	Avenue	NULL	Chicago	IL	60605	159.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago	720	South	Michigan	Avenue	NULL	Chicago	IL	60605	159.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago	720	South	Michigan	Avenue	NULL	Chicago	IL	60605	159.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago	720	South	Michigan	Avenue	NULL	Chicago	IL	60605	159.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago	720	South	Michigan	Avenue	NULL	Chicago	IL	60605	159.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago	720	South	Michigan	Avenue	NULL	Chicago	IL	60605	159.00	Game room	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago	720	South	Michigan	Avenue	NULL	Chicago	IL	60605	159.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago	720	South	Michigan	Avenue	NULL	Chicago	IL	60605	159.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago	720	South	Michigan	Avenue	NULL	Chicago	IL	60605	159.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago	720	South	Michigan	Avenue	NULL	Chicago	IL	60605	159.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago	720	South	Michigan	Avenue	NULL	Chicago	IL	60605	159.00	Golf	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago	720	South	Michigan	Avenue	NULL	Chicago	IL	60605	159.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago	720	South	Michigan	Avenue	NULL	Chicago	IL	60605	159.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Chicago	720	South	Michigan	Avenue	NULL	Chicago	IL	60605	159.00	First Class Hotel	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	W Chicago City Center	172	West	Adams At	Lasalle	NULL	Chicago	IL	60603	179.00	Pets accepted	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	W Chicago City Center	172	West	Adams At	Lasalle	NULL	Chicago	IL	60603	179.00	Golf	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	W Chicago City Center	172	West	Adams At	Lasalle	NULL	Chicago	IL	60603	179.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	W Chicago City Center	172	West	Adams At	Lasalle	NULL	Chicago	IL	60603	179.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	W Chicago City Center	172	West	Adams At	Lasalle	NULL	Chicago	IL	60603	179.00	First Class Hotel	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	W Chicago City Center	172	West	Adams At	Lasalle	NULL	Chicago	IL	60603	179.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	W Chicago City Center	172	West	Adams At	Lasalle	NULL	Chicago	IL	60603	179.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	W Chicago City Center	172	West	Adams At	Lasalle	NULL	Chicago	IL	60603	179.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	W Chicago City Center	172	West	Adams At	Lasalle	NULL	Chicago	IL	60603	179.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	W Chicago City Center	172	West	Adams At	Lasalle	NULL	Chicago	IL	60603	179.00	Golf	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	W Chicago City Center	172	West	Adams At	Lasalle	NULL	Chicago	IL	60603	179.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	W Chicago City Center	172	West	Adams At	Lasalle	NULL	Chicago	IL	60603	179.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	W Chicago City Center	172	West	Adams At	Lasalle	NULL	Chicago	IL	60603	179.00	Luxury	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Grant Park Hotel	1100	South	Michigan	Avenue	NULL	Chicago	IL	60605	87.94	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Grant Park Hotel	1100	South	Michigan	Avenue	NULL	Chicago	IL	60605	87.94	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Grant Park Hotel	1100	South	Michigan	Avenue	NULL	Chicago	IL	60605	87.94	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Grant Park Hotel	1100	South	Michigan	Avenue	NULL	Chicago	IL	60605	87.94	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Grant Park Hotel	1100	South	Michigan	Avenue	NULL	Chicago	IL	60605	87.94	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Grant Park Hotel	1100	South	Michigan	Avenue	NULL	Chicago	IL	60605	87.94	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Grant Park Hotel	1100	South	Michigan	Avenue	NULL	Chicago	IL	60605	87.94	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Grant Park Hotel	1100	South	Michigan	Avenue	NULL	Chicago	IL	60605	87.94	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Grant Park Hotel	1100	South	Michigan	Avenue	NULL	Chicago	IL	60605	87.94	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western River North Hotel	125	West	Ohio	Street	NULL	Chicago	IL	60610	119.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western River North Hotel	125	West	Ohio	Street	NULL	Chicago	IL	60610	119.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western River North Hotel	125	West	Ohio	Street	NULL	Chicago	IL	60610	119.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western River North Hotel	125	West	Ohio	Street	NULL	Chicago	IL	60610	119.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western River North Hotel	125	West	Ohio	Street	NULL	Chicago	IL	60610	119.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western River North Hotel	125	West	Ohio	Street	NULL	Chicago	IL	60610	119.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western River North Hotel	125	West	Ohio	Street	NULL	Chicago	IL	60610	119.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western River North Hotel	125	West	Ohio	Street	NULL	Chicago	IL	60610	119.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western River North Hotel	125	West	Ohio	Street	NULL	Chicago	IL	60610	119.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel and Suites-Downtown Chicago	160	East	Huron	Street	NULL	Chicago	IL	60611	148.00	Pets accepted	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel and Suites-Downtown Chicago	160	East	Huron	Street	NULL	Chicago	IL	60611	148.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel and Suites-Downtown Chicago	160	East	Huron	Street	NULL	Chicago	IL	60611	148.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel and Suites-Downtown Chicago	160	East	Huron	Street	NULL	Chicago	IL	60611	148.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel and Suites-Downtown Chicago	160	East	Huron	Street	NULL	Chicago	IL	60611	148.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel and Suites-Downtown Chicago	160	East	Huron	Street	NULL	Chicago	IL	60611	148.00	Golf	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel and Suites-Downtown Chicago	160	East	Huron	Street	NULL	Chicago	IL	60611	148.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel and Suites-Downtown Chicago	160	East	Huron	Street	NULL	Chicago	IL	60611	148.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel and Suites-Downtown Chicago	160	East	Huron	Street	NULL	Chicago	IL	60611	148.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel and Suites-Downtown Chicago	160	East	Huron	Street	NULL	Chicago	IL	60611	148.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Radisson Hotel and Suites-Downtown Chicago	160	East	Huron	Street	NULL	Chicago	IL	60611	148.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Garden Inn Chicago Downtown/Magnificent Mile	10	East	Grand	Avenue	NULL	Chicago	IL	60611	329.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Garden Inn Chicago Downtown/Magnificent Mile	10	East	Grand	Avenue	NULL	Chicago	IL	60611	329.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Garden Inn Chicago Downtown/Magnificent Mile	10	East	Grand	Avenue	NULL	Chicago	IL	60611	329.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Garden Inn Chicago Downtown/Magnificent Mile	10	East	Grand	Avenue	NULL	Chicago	IL	60611	329.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Garden Inn Chicago Downtown/Magnificent Mile	10	East	Grand	Avenue	NULL	Chicago	IL	60611	329.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Garden Inn Chicago Downtown/Magnificent Mile	10	East	Grand	Avenue	NULL	Chicago	IL	60611	329.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Garden Inn Chicago Downtown/Magnificent Mile	10	East	Grand	Avenue	NULL	Chicago	IL	60611	329.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Garden Inn Chicago Downtown/Magnificent Mile	10	East	Grand	Avenue	NULL	Chicago	IL	60611	329.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Garden Inn Chicago Downtown/Magnificent Mile	10	East	Grand	Avenue	NULL	Chicago	IL	60611	329.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Garden Inn Chicago Downtown/Magnificent Mile	10	East	Grand	Avenue	NULL	Chicago	IL	60611	329.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Garden Inn Chicago Downtown/Magnificent Mile	10	East	Grand	Avenue	NULL	Chicago	IL	60611	329.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Garden Inn Chicago Downtown/Magnificent Mile	10	East	Grand	Avenue	NULL	Chicago	IL	60611	329.00	First Class Hotel	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hard Rock Hotel Chicago	230	North	Michigan	Avenue	NULL	Chicago	IL	60601	179.02	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hard Rock Hotel Chicago	230	North	Michigan	Avenue	NULL	Chicago	IL	60601	179.02	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hard Rock Hotel Chicago	230	North	Michigan	Avenue	NULL	Chicago	IL	60601	179.02	Data port	NULL
