0:PR-Airline	1:PR-FlightNumber	2:CT-Airport:PR-City	2:CT-Airport:PR-State-Abbr	2:CT-Airport:PR-Country	2:CT-Airport:PR-Airport-IataCode	3:CT-Date:PR-MonthNumber	3:CT-Date:PR-Day	3:CT-Date:PR-Year	4:CT-Time:PR-Hours	4:CT-Time:PR-Minutes	4:CT-Time:PR-TimeMeridian	5:CT-Duration:PR-Hours	5:CT-Duration:PR-Minutes	6:PR-Aircraft	7:CT-Altitude:PR-QuantitativeValue	7:CT-Altitude:PR-UnitFeet	8:PR-FlightStatus	NULL
Northwest	1042	Minneapolis	MN	NULL	MSP	06	13	2005	10	37	AM	00	00	DC93	0	feet	Arrived	NULL	NULL
Northwest	1042	Billings	MT	NULL	BIL	06	13	2005	06	34	AM	00	00	DC93	0	feet	Landed	NULL	NULL
Northwest	302	Minneapolis	MN	NULL	MSP	06	13	2005	02	39	PM	00	00	Boeing 757-200	0	feet	Arrived	NULL	NULL
Northwest	302	Los Angeles	CA	NULL	LAX	06	13	2005	07	00	AM	00	00	Boeing 757-200	0	feet	Arrived	NULL	NULL
Northwest	138	Minneapolis	MN	NULL	MSP	06	13	2005	03	14	PM	00	00	DC93	0	feet	Arrived	NULL	NULL
Northwest	132	Minneapolis	MN	NULL	MSP	06	13	2005	04	01	PM	00	00	DC93	0	feet	Arrived	NULL	NULL
Northwest	136	Minneapolis	MN	NULL	MSP	06	13	2005	05	23	PM	NULL	NULL	DC93	0	feet	Scheduled	NULL	NULL
United	429	Chicago	IL	NULL	ORD	06	13	2005	08	17	AM	00	00	Boeing 737-500	0	feet	Arrived	NULL	NULL
United	429	Minneapolis	MN	NULL	MSP	06	13	2005	06	06	AM	00	00	Boeing 737-500	0	feet	Arrived	NULL	NULL
Northwest	140	Minneapolis	MN	NULL	MSP	06	13	2005	07	49	PM	NULL	NULL	DC95	0	feet	Planned	NULL	NULL
Northwest	140	Bismarck	ND	NULL	BIS	06	13	2005	04	36	PM	00	00	DC93	6,600	feet	In Flight	NULL	NULL
United	674	Chicago	IL	NULL	ORD	06	13	2005	09	08	AM	00	00	Boeing 737-500	0	feet	Arrived	NULL	NULL
United	674	Minneapolis	MN	NULL	MSP	06	13	2005	07	07	AM	00	00	Boeing 737-500	0	feet	Arrived	NULL	NULL
United	288	Chicago	IL	NULL	ORD	06	13	2005	02	13	PM	00	00	Boeing 737-500	0	feet	Arrived	NULL	NULL
United	288	Minneapolis	MN	NULL	MSP	06	13	2005	11	26	AM	00	00	Boeing 737-300	0	feet	Arrived	NULL	NULL
United	690	Chicago	IL	NULL	ORD	06	13	2005	04	14	PM	NULL	NULL	Boeing 737-500	0	feet	Scheduled	NULL	NULL
United	690	Minneapolis	MN	NULL	MSP	06	13	2005	02	55	PM	00	00	Boeing 737-500	0	feet	Arrived	NULL	NULL
United	1242	Minneapolis	MN	NULL	MSP	06	13	2005	09	48	AM	00	00	Boeing 737-500	0	feet	Arrived	NULL	NULL
United	730	Chicago	IL	NULL	ORD	06	13	2005	06	22	PM	NULL	NULL	Boeing 757-200	0	feet	Scheduled	NULL	NULL
United	730	Minneapolis	MN	NULL	MSP	06	13	2005	03	58	PM	00	00	Boeing 757-200	0	feet	Arrived	NULL	NULL
United	398	Chicago	IL	NULL	ORD	06	13	2005	11	08	AM	00	00	Boeing 737-300	0	feet	Arrived	NULL	NULL
United	398	Minneapolis	MN	NULL	MSP	06	13	2005	08	37	AM	00	00	Boeing 737-500	0	feet	Arrived	NULL	NULL
United	1182	Minneapolis	MN	NULL	MSP	06	13	2005	04	52	PM	00	07	Boeing 737-300	19,700	feet	In Flight	NULL	NULL
United	395	Chicago	IL	NULL	ORD	06	13	2005	04	02	PM	03	47	Boeing 757-200	36,000	feet	In Flight	NULL	NULL
United	395	Minneapolis	MN	NULL	MSP	06	13	2005	02	06	PM	00	00	Boeing 757-200	0	feet	Arrived	NULL	NULL
United	1146	Minneapolis	MN	NULL	MSP	06	13	2005	07	57	PM	NULL	NULL	Boeing 737-300	0	feet	Scheduled	NULL	NULL
United	1179	Chicago	IL	NULL	ORD	06	13	2005	08	05	PM	NULL	NULL	Boeing 737-500	0	feet	Scheduled	NULL	NULL
United	1179	Minneapolis	MN	NULL	MSP	06	13	2005	05	47	PM	NULL	NULL	Boeing 737-500	0	feet	Scheduled	NULL	NULL
United	1179	Chicago	IL	NULL	ORD	06	12	2005	08	22	PM	00	00	Boeing 737-500	0	feet	Arrived	NULL	NULL
Comair Inc.	655	Orlando	FL	NULL	MCO	06	13	2005	11	59	AM	01	52	Current Altitude	0	feet	Arrived	NULL	NULL
Comair Inc.	655	Orlando	FL	NULL	MCO	06	13	2005	11	59	AM	01	52	Current Altitude	0	feet	Arrived	NULL	NULL
Comair Inc.	9754	Cincinnati	OH	NULL	CVG	06	13	2005	01	49	PM	00	00	Bombardier CRJ 200	0	feet	Arrived	NULL	NULL
Comair Inc.	414	Cincinnati	OH	NULL	CVG	06	13	2005	02	52	PM	00	00	Bombardier CRJ 100	0	feet	Arrived	NULL	NULL
Delta Air Lines	851	Cincinnati	OH	NULL	CVG	06	13	2005	12	59	PM	00	00	McDonnell Douglas MD-80 Series	0	feet	Arrived	NULL	NULL
Comair Inc.	654	Orlando	FL	NULL	MCO	06	13	2005	10	50	AM	01	52	Current Altitude	0	feet	Arrived	NULL	NULL
Comair Inc.	654	Orlando	FL	NULL	MCO	06	13	2005	10	50	AM	01	52	Current Altitude	0	feet	Arrived	NULL	NULL
Delta Air Lines	935	Cincinnati	OH	NULL	CVG	06	13	2005	04	45	PM	00	07	McDonnell Douglas MD-80 Series	16,100	feet	In Flight	NULL	NULL
Delta Air Lines	1652	Cincinnati	OH	NULL	CVG	06	13	2005	09	10	AM	00	00	McDonnell Douglas MD-80 Series	0	feet	Arrived	NULL	NULL
Delta Air Lines	1652	Cincinnati	OH	NULL	CVG	06	13	2005	09	10	AM	00	00	McDonnell Douglas MD-80 Series	0	feet	Arrived	NULL	NULL
Dhl Airways	512	Cincinnati	OH	NULL	CVG	06	14	2005	04	38	AM	NULL	NULL	Current Altitude	0	feet	Scheduled	NULL	NULL
American Eagle	533	NULL	NULL	NULL	UL	06	13	2005	11	40	AM	00	00	E135	0	feet	Arrived	NULL	NULL
American Eagle	567	Puerto Plata	NULL	Dominican Republic	MDPP	06	13	2005	12	54	PM	00	00	ATR-72	0	feet	Arrived	NULL	NULL
American Eagle	567	Puerto Plata	NULL	Dominican Republic	MDPP	06	13	2005	12	54	PM	00	00	ATR-72	0	feet	Arrived	NULL	NULL
American Eagle	570	Cedar Rapids	IA	NULL	CID	06	13	2005	06	47	AM	00	00	Embraer EMB-145	0	feet	Arrived	NULL	NULL
American Eagle	570	Cedar Rapids	IA	NULL	CID	06	13	2005	06	47	AM	00	00	Embraer EMB-145	0	feet	Arrived	NULL	NULL
American Eagle	543	Puerto Plata	NULL	Dominican Republic	MDPP	06	13	2005	06	37	PM	00	39	ATR-72	0	feet	Arrived	NULL	NULL
American Eagle	579	NULL	NULL	NULL	UL	06	13	2005	04	51	PM	00	00	E135	0	feet	Arrived	NULL	NULL
American Eagle	562	San Juan	PR	Puerto Rico	SJU	06	13	2005	05	00	PM	00	00	ATR-72	0	feet	Arrived	NULL	NULL
American Eagle	562	San Juan	PR	Puerto Rico	SJU	06	13	2005	05	00	PM	00	00	ATR-72	0	feet	Arrived	NULL	NULL
Comair Inc.	487	NULL	NULL	NULL	UL	06	13	2005	06	37	AM	00	00	Bombardier CRJ 100	0	feet	Arrived	NULL	NULL
American Eagle	533	NULL	NULL	NULL	UL	06	13	2005	11	40	AM	00	00	E135	0	feet	Arrived	NULL	NULL
American Eagle	543	Puerto Plata	NULL	Dominican Republic	MDPP	06	13	2005	06	37	PM	00	39	ATR-72	0	feet	Arrived	NULL	NULL
American Eagle	579	NULL	NULL	NULL	UL	06	13	2005	04	51	PM	00	00	E135	0	feet	Arrived	NULL	NULL
American Eagle	512	NULL	NULL	NULL	UL	06	13	2005	06	39	PM	01	34	E135	0	feet	Landed	NULL	NULL
American Eagle	512	NULL	NULL	NULL	UL	06	13	2005	06	39	PM	01	34	E135	0	feet	Landed	NULL	NULL
Executive Jet Aviation	396	Boston	MA	NULL	BOS	06	13	2005	05	57	PM	00	10	Cessna Citation 5	0	feet	Arrived	NULL	NULL
Comair Inc.	1444	NULL	NULL	NULL	UL	06	13	2005	09	56	AM	00	00	Bombardier CRJ 200	0	feet	Arrived	NULL	NULL
Comair Inc.	569	NULL	NULL	NULL	UL	06	13	2005	06	58	PM	NULL	NULL	Bombardier CRJ 200	0	feet	Planned	NULL	NULL
Comair Inc.	497	NULL	NULL	NULL	UL	06	13	2005	03	22	PM	00	00	Bombardier CRJ 100	0	feet	Arrived	NULL	NULL
Executive Jet Aviation	396	Boston	MA	NULL	BOS	06	13	2005	05	57	PM	00	10	Cessna Citation 5	0	feet	Arrived	NULL	NULL
Atlantic Southeast Airlines	249	Saint Louis	MO	NULL	STL	06	13	2005	09	31	AM	00	00	Bombardier CRJ 200	0	feet	Arrived	NULL	NULL
Chautauqua Airlines	5282	Saint Louis	MO	NULL	STL	06	13	2005	03	51	PM	00	00	Embraer EMB-145	0	feet	Arrived	NULL	NULL
Atlantic Southeast Airlines	249	Saint Louis	MO	NULL	STL	06	13	2005	09	31	AM	00	00	Bombardier CRJ 200	0	feet	Arrived	NULL	NULL
Comair Inc.	671	Saint Louis	MO	NULL	STL	06	13	2005	05	34	AM	00	00	Bombardier CRJ 700	0	feet	Arrived	NULL	NULL
Delta Air Lines	1184	Atlanta	GA	NULL	ATL	06	13	2005	10	52	AM	00	00	McDonnell Douglas MD-80 Series	0	feet	Arrived	NULL	NULL
Chautauqua Airlines	5280	Saint Louis	MO	NULL	STL	06	13	2005	01	00	PM	00	00	Embraer EMB-145	0	feet	Arrived	NULL	NULL
Delta Air Lines	1184	Atlanta	GA	NULL	ATL	06	13	2005	10	52	AM	00	00	McDonnell Douglas MD-80 Series	0	feet	Arrived	NULL	NULL
Trans States Airlines	5663	Saint Louis	MO	NULL	STL	06	13	2005	10	49	AM	00	00	Embraer EMB-145	0	feet	Arrived	NULL	NULL
Delta Air Lines	373	Atlanta	GA	NULL	ATL	06	13	2005	06	32	PM	01	28	McDonnell Douglas MD-80 Series	0	feet	Arrived	NULL	NULL
Trans States Airlines	5665	Saint Louis	MO	NULL	STL	06	13	2005	01	53	PM	00	00	Current Altitude	0	feet	Arrived	NULL	NULL
Trans States Airlines	5501	Saint Louis	MO	NULL	STL	06	13	2005	08	19	AM	00	00	Embraer EMB-145	0	feet	Arrived	NULL	NULL
Trans States Airlines	5665	Saint Louis	MO	NULL	STL	06	13	2005	01	53	PM	00	00	Current Altitude	0	feet	Arrived	NULL	NULL
Chautauqua Airlines	5284	Saint Louis	MO	NULL	STL	06	13	2005	05	38	PM	NULL	NULL	Embraer EMB-145	0	feet	Scheduled	NULL	NULL
Delta Air Lines	373	Atlanta	GA	NULL	ATL	06	13	2005	06	32	PM	01	28	McDonnell Douglas MD-80 Series	0	feet	Arrived	NULL	NULL
Trans States Airlines	5489	Saint Louis	MO	NULL	STL	06	13	2005	06	13	AM	00	00	Embraer EMB-145	0	feet	Arrived	NULL	NULL
Delta Air Lines	699	Saint Louis	MO	NULL	STL	06	13	2005	05	36	PM	NULL	NULL	McDonnell Douglas MD-80 Series	0	feet	Scheduled	NULL	NULL
NULL	NULL	Miami	FL	NULL	MIA	NULL	NULL	NULL	09	46	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Miami	FL	NULL	MIA	NULL	NULL	NULL	05	01	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Diego	CA	NULL	SAN	NULL	NULL	NULL	11	28	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Diego	CA	NULL	SAN	NULL	NULL	NULL	10	20	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Diego	CA	NULL	SAN	NULL	NULL	NULL	11	42	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Diego	CA	NULL	SAN	NULL	NULL	NULL	09	06	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Diego	CA	NULL	SAN	NULL	NULL	NULL	11	47	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Diego	CA	NULL	SAN	NULL	NULL	NULL	01	59	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Anchorage	AK	NULL	ANC	NULL	NULL	NULL	10	17	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Nome	AK	NULL	OME	NULL	NULL	NULL	01	20	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Anchorage	AK	NULL	ANC	NULL	NULL	NULL	10	36	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Fairbanks	AK	NULL	FAI	NULL	NULL	NULL	10	29	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Anchorage	AK	NULL	ANC	NULL	NULL	NULL	09	50	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Seattle	WA	NULL	SEA	NULL	NULL	NULL	02	43	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Anchorage	AK	NULL	ANC	NULL	NULL	NULL	09	32	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Los Angeles	CA	NULL	LAX	NULL	NULL	NULL	03	34	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Portland	OR	NULL	PDX	NULL	NULL	NULL	12	40	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Anchorage	AK	NULL	ANC	NULL	NULL	NULL	07	01	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Vancouver	BC	Canada	YVR	NULL	NULL	NULL	05	42	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Anchorage	AK	NULL	ANC	NULL	NULL	NULL	12	00	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Anchorage	AK	NULL	ANC	NULL	NULL	NULL	12	52	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Fairbanks	AK	NULL	FAI	NULL	NULL	NULL	11	40	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Anchorage	AK	NULL	ANC	NULL	NULL	NULL	03	47	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Seattle	WA	NULL	SEA	NULL	NULL	NULL	02	04	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Anchorage	AK	NULL	ANC	NULL	NULL	NULL	08	36	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Anchorage	AK	NULL	ANC	NULL	NULL	NULL	11	15	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Anchorage	AK	NULL	ANC	NULL	NULL	NULL	11	04	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Anchorage	AK	NULL	ANC	NULL	NULL	NULL	11	04	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Anchorage	AK	NULL	ANC	NULL	NULL	NULL	07	34	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Anchorage	AK	NULL	ANC	NULL	NULL	NULL	12	15	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Kotzebue	AK	NULL	OTZ	NULL	NULL	NULL	12	59	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Kotzebue	AK	NULL	OTZ	NULL	NULL	NULL	12	59	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Anchorage	AK	NULL	ANC	NULL	NULL	NULL	10	36	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Nome	AK	NULL	OME	NULL	NULL	NULL	01	20	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Anchorage	AK	NULL	ANC	NULL	NULL	NULL	11	39	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Anchorage	AK	NULL	ANC	NULL	NULL	NULL	05	41	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	05	28	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Anchorage	AK	NULL	ANC	NULL	NULL	NULL	09	50	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Palm Springs	CA	NULL	PSP	NULL	NULL	NULL	11	34	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Puerto Vallarta	NULL	Mexico	PVR	NULL	NULL	NULL	04	06	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	10	30	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	10	37	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Seattle	WA	NULL	SEA	NULL	NULL	NULL	02	43	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Anchorage	AK	NULL	ANC	NULL	NULL	NULL	09	32	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Washington	DC	NULL	IAD	NULL	NULL	NULL	04	48	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	07	46	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	11	56	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Diego	CA	NULL	SAN	NULL	NULL	NULL	11	30	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	10	47	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	08	49	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	09	05	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	08	33	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	01	31	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	01	54	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Seattle	WA	NULL	SEA	NULL	NULL	NULL	10	58	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	03	21	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	05	24	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	05	24	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	09	39	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	03	24	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	07	34	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	09	42	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	08	05	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	05	28	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Los Angeles	CA	NULL	LAX	NULL	NULL	NULL	03	42	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Milwaukee	WI	NULL	MKE	NULL	NULL	NULL	08	22	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Milwaukee	WI	NULL	MKE	NULL	NULL	NULL	05	47	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Milwaukee	WI	NULL	MKE	NULL	NULL	NULL	02	57	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Detroit	MI	NULL	DTW	NULL	NULL	NULL	04	13	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Myrtle Beach	SC	NULL	MYR	NULL	NULL	NULL	10	54	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Detroit	MI	NULL	DTW	NULL	NULL	NULL	07	51	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Milwaukee	WI	NULL	MKE	NULL	NULL	NULL	04	19	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Detroit	MI	NULL	DTW	NULL	NULL	NULL	01	46	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Saint Louis	MO	NULL	STL	NULL	NULL	NULL	12	40	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Detroit	MI	NULL	DTW	NULL	NULL	NULL	10	21	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Louisville	KY	NULL	SDF	NULL	NULL	NULL	08	32	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Detroit	MI	NULL	DTW	NULL	NULL	NULL	06	18	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Detroit	MI	NULL	DTW	NULL	NULL	NULL	08	06	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Detroit	MI	NULL	DTW	NULL	NULL	NULL	06	43	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Detroit	MI	NULL	DTW	NULL	NULL	NULL	12	55	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Detroit	MI	NULL	DTW	NULL	NULL	NULL	12	55	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Detroit	MI	NULL	DTW	NULL	NULL	NULL	09	34	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Detroit	MI	NULL	DTW	NULL	NULL	NULL	07	34	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Detroit	MI	NULL	DTW	NULL	NULL	NULL	09	34	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Detroit	MI	NULL	DTW	NULL	NULL	NULL	01	12	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	New York	NY	NULL	LGA	NULL	NULL	NULL	08	27	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Detroit	MI	NULL	DTW	NULL	NULL	NULL	05	15	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Detroit	MI	NULL	DTW	NULL	NULL	NULL	05	20	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Detroit	MI	NULL	DTW	NULL	NULL	NULL	09	18	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Detroit	MI	NULL	DTW	NULL	NULL	NULL	05	17	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Champaign	IL	NULL	CMI	NULL	NULL	NULL	02	40	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Champaign	IL	NULL	CMI	NULL	NULL	NULL	05	12	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Champaign	IL	NULL	CMI	NULL	NULL	NULL	10	48	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Champaign	IL	NULL	CMI	NULL	NULL	NULL	10	48	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Champaign	IL	NULL	CMI	NULL	NULL	NULL	07	34	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Champaign	IL	NULL	CMI	NULL	NULL	NULL	07	34	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Newark	NJ	NULL	EWR	NULL	NULL	NULL	06	51	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Syracuse	NY	NULL	SYR	NULL	NULL	NULL	12	44	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Syracuse	NY	NULL	SYR	NULL	NULL	NULL	12	44	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Newark	NJ	NULL	EWR	NULL	NULL	NULL	10	21	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Newark	NJ	NULL	EWR	NULL	NULL	NULL	08	14	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Newark	NJ	NULL	EWR	NULL	NULL	NULL	02	53	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Newark	NJ	NULL	EWR	NULL	NULL	NULL	09	24	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	11	05	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Dallas	TX	NULL	DFW	NULL	NULL	NULL	07	50	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	03	39	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Dallas	TX	NULL	DFW	NULL	NULL	NULL	11	49	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	07	24	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Colorado Springs	CO	NULL	COS	NULL	NULL	NULL	08	43	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
